system:index,array,.geo
1381,"[[-0.0022345647402275404, 1.1304080486297607, 26.0210018157959, 43.08475112915039, 470.0, 0.0, 2003.0], [0.03851203682803761, 1.170960783958435, 26.0210018157959, 43.08475112915039, 501.0, 0.0, 2004.0], [0.017775547794800062, 1.1500298976898193, 26.0210018157959, 43.08475112915039, 477.0, 0.0, 2005.0], [0.03890030070588657, 1.170960783958435, 26.0210018157959, 43.08475112915039, 504.0, 0.0, 2006.0], [0.06738777616173808, 1.1992543935775757, 26.0210018157959, 43.08475112915039, 515.0, 0.0, 2007.0], [0.013335455594125856, 1.1450082063674927, 26.0210018157959, 43.08475112915039, 499.0, 0.0, 2008.0], [-0.06144551812839505, 1.0700328350067139, 26.0210018157959, 43.08475112915039, 494.0, 0.0, 2009.0], [-0.06515039210644247, 1.0661340951919556, 26.0210018157959, 43.08475112915039, 499.0, 0.0, 2010.0], [-0.014633515973004885, 1.1164571046829224, 26.0210018157959, 43.08475112915039, 504.0, 0.0, 2011.0], [-0.0647626596272608, 1.0661340951919556, 26.0210018157959, 43.08475112915039, 460.0, 0.0, 2012.0], [0.01585784190059547, 1.1450082063674927, 26.0210018157959, 43.08475112915039, 480.0, 0.0, 2021.0], [0.011109172189001315, 1.1400656700134277, 26.0210018157959, 43.08475112915039, 456.0, 0.0, 2022.0], [-0.05672166813219115, 1.073980689048767, 26.0210018157959, 43.08475112915039, 502.0, 0.0, 2013.0], [-0.03173763368118765, 1.0987708568572998, 26.0210018157959, 43.08475112915039, 534.0, 0.0, 2014.0], [-0.027214801703729696, 1.1030998229980469, 26.0210018157959, 43.08475112915039, 447.0, 0.0, 2015.0], [-0.004432205202860473, 1.1256885528564453, 26.0210018157959, 43.08475112915039, 481.0, 0.0, 2016.0], [0.08140047711862497, 1.2113268375396729, 26.0210018157959, 43.08475112915039, 473.0, 0.0, 2017.0], [0.025400752791151282, 1.1551332473754883, 26.0210018157959, 43.08475112915039, 519.0, 0.0, 2018.0], [0.036057141940335935, 1.1655957698822021, 26.0210018157959, 43.08475112915039, 524.0, 0.0, 2019.0], [-0.01740354372899544, 1.1119412183761597, 26.0210018157959, 43.08475112915039, 475.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-14.591098870497543,22.22382425381251]}"
1387,"[[-0.023038881531807, 0.7701488137245178, 23.23969841003418, 413.3315124511719, 380.0, 0.0, 2003.0], [-0.023848118798794782, 0.7656545639038086, 23.23969841003418, 413.3315124511719, 384.0, 0.0, 2004.0], [0.1019375054058409, 0.8877450823783875, 23.23969841003418, 413.3315124511719, 379.0, 0.0, 2005.0], [-0.005879406526654196, 0.7762431502342224, 23.23969841003418, 413.3315124511719, 311.0, 0.0, 2006.0], [-0.009793993839743775, 0.7686435580253601, 23.23969841003418, 413.3315124511719, 436.0, 0.0, 2007.0], [0.07578298031708619, 0.85053551197052, 23.23969841003418, 413.3315124511719, 350.0, 0.0, 2008.0], [6.039229249097389E-4, 0.7716613411903381, 23.23969841003418, 413.3315124511719, 353.0, 0.0, 2009.0], [-0.056200011464595856, 0.7111724019050598, 23.23969841003418, 413.3315124511719, 382.0, 0.0, 2010.0], [0.03486893466183849, 0.7985563278198242, 23.23969841003418, 413.3315124511719, 354.0, 0.0, 2011.0], [0.071620987153589, 0.831623375415802, 23.23969841003418, 413.3315124511719, 390.0, 0.0, 2012.0], [-0.001569841657094062, 0.7252371311187744, 23.23969841003418, 413.3315124511719, 376.0, 0.0, 2021.0], [0.0672820691757613, 0.7904040217399597, 23.23969841003418, 413.3315124511719, 379.0, 0.0, 2022.0], [-0.13101574855661113, 0.6252915263175964, 23.23969841003418, 413.3315124511719, 427.0, 0.0, 2013.0], [-0.037676103882813394, 0.7149461507797241, 23.23969841003418, 413.3315124511719, 358.0, 0.0, 2014.0], [-0.01975232421058193, 0.7291849255561829, 23.23969841003418, 413.3315124511719, 401.0, 0.0, 2015.0], [0.03564055980876624, 0.7808927893638611, 23.23969841003418, 413.3315124511719, 375.0, 0.0, 2016.0], [-0.069151456014654, 0.6724056601524353, 23.23969841003418, 413.3315124511719, 361.0, 0.0, 2017.0], [-0.1956534261211702, 0.5422186851501465, 23.23969841003418, 413.3315124511719, 420.0, 0.0, 2018.0], [0.043598269753494234, 0.7777853608131409, 23.23969841003418, 413.3315124511719, 387.0, 0.0, 2019.0], [0.14224408340323424, 0.8727461695671082, 23.23969841003418, 413.3315124511719, 360.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[14.332156879076381,-18.006655936907254]}"
1390,"[[-0.028437821727910872, 0.5736679434776306, 25.018165588378906, 508.6096496582031, 173.0, 0.0, 2003.0], [-0.015084750754301157, 0.5893841981887817, 25.018165588378906, 508.6096496582031, 185.0, 0.0, 2004.0], [0.025181868086189385, 0.6320204734802246, 25.018165588378906, 508.6096496582031, 172.0, 0.0, 2005.0], [-0.05203521765709018, 0.557166576385498, 25.018165588378906, 508.6096496582031, 153.0, 0.0, 2006.0], [6.865472877424228E-4, 0.6122515201568604, 25.018165588378906, 508.6096496582031, 201.0, 0.0, 2007.0], [0.01327124987454098, 0.6271994113922119, 25.018165588378906, 508.6096496582031, 170.0, 0.0, 2008.0], [-0.08484069673904049, 0.5314571261405945, 25.018165588378906, 508.6096496582031, 118.0, 0.0, 2009.0], [-0.040932909035724, 0.5777280926704407, 25.018165588378906, 508.6096496582031, 178.0, 0.0, 2010.0], [-0.006942688393963281, 0.6140815019607544, 25.018165588378906, 508.6096496582031, 178.0, 0.0, 2011.0], [0.13637318942394672, 0.7597605586051941, 25.018165588378906, 508.6096496582031, 200.0, 0.0, 2012.0], [-0.07897361338434317, 0.5657018423080444, 25.018165588378906, 508.6096496582031, 160.0, 0.0, 2021.0], [-0.04378051140637029, 0.6032581329345703, 25.018165588378906, 508.6096496582031, 146.0, 0.0, 2022.0], [0.1142048320208755, 0.7399618625640869, 25.018165588378906, 508.6096496582031, 147.0, 0.0, 2013.0], [0.0058496241958393425, 0.6339698433876038, 25.018165588378906, 508.6096496582031, 157.0, 0.0, 2014.0], [0.05431996864277766, 0.6848033666610718, 25.018165588378906, 508.6096496582031, 194.0, 0.0, 2015.0], [-0.021506123505378616, 0.6113404631614685, 25.018165588378906, 508.6096496582031, 209.0, 0.0, 2016.0], [0.00467543602651721, 0.6398916840553284, 25.018165588378906, 508.6096496582031, 186.0, 0.0, 2017.0], [0.01762486925671969, 0.6552042961120605, 25.018165588378906, 508.6096496582031, 168.0, 0.0, 2018.0], [-0.014651089186297428, 0.6252915263175964, 25.018165588378906, 508.6096496582031, 196.0, 0.0, 2019.0], [0.014997836975271017, 0.6573036313056946, 25.018165588378906, 508.6096496582031, 144.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-41.35289915469307,-9.962819927337405]}"
1403,"[[-0.04740741420022565, 1.0779787302017212, 18.65926742553711, 149.86166381835938, 334.0, 0.0, 2003.0], [-0.03238163999950072, 1.0902880430221558, 18.65926742553711, 149.86166381835938, 419.0, 0.0, 2004.0], [-0.016845958309448017, 1.1030998229980469, 18.65926742553711, 149.86166381835938, 403.0, 0.0, 2005.0], [0.07039978937854885, 1.1876291036605835, 18.65926742553711, 149.86166381835938, 402.0, 0.0, 2006.0], [0.04580801948195545, 1.1603208780288696, 18.65926742553711, 149.86166381835938, 416.0, 0.0, 2007.0], [0.1458655471458432, 1.2576619386672974, 18.65926742553711, 149.86166381835938, 419.0, 0.0, 2008.0], [-0.07947341361311122, 1.0295990705490112, 18.65926742553711, 149.86166381835938, 379.0, 0.0, 2009.0], [-0.036323193420288113, 1.0700328350067139, 18.65926742553711, 149.86166381835938, 406.0, 0.0, 2010.0], [0.06195620848066019, 1.1655957698822021, 18.65926742553711, 149.86166381835938, 393.0, 0.0, 2011.0], [-0.03863994736411436, 1.0622831583023071, 18.65926742553711, 149.86166381835938, 401.0, 0.0, 2012.0], [0.05395543332307584, 1.1304080486297607, 18.65926742553711, 149.86166381835938, 429.0, 0.0, 2021.0], [0.0972246356772104, 1.170960783958435, 18.65926742553711, 149.86166381835938, 384.0, 0.0, 2022.0], [-0.024218509258322918, 1.073980689048767, 18.65926742553711, 149.86166381835938, 406.0, 0.0, 2013.0], [0.07011303860057239, 1.1655957698822021, 18.65926742553711, 149.86166381835938, 424.0, 0.0, 2014.0], [-0.13112389101739552, 0.9616423845291138, 18.65926742553711, 149.86166381835938, 415.0, 0.0, 2015.0], [2.382345011067155E-4, 1.0902880430221558, 18.65926742553711, 149.86166381835938, 384.0, 0.0, 2016.0], [-0.04361900724081913, 1.0437068939208984, 18.65926742553711, 149.86166381835938, 426.0, 0.0, 2017.0], [0.09180969348178913, 1.1764191389083862, 18.65926742553711, 149.86166381835938, 410.0, 0.0, 2018.0], [-0.16664005443568275, 0.9152529239654541, 18.65926742553711, 149.86166381835938, 407.0, 0.0, 2019.0], [-0.020697571211853782, 1.0584789514541626, 18.65926742553711, 149.86166381835938, 407.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[60.359886686018605,38.328821757714415]}"
1406,"[[-0.03641726211059726, 0.6859551072120667, 19.66655158996582, 300.3456726074219, 360.0, 0.0, 2003.0], [0.05977700872171865, 0.7777853608131409, 19.66655158996582, 300.3456726074219, 373.0, 0.0, 2004.0], [0.03607269431415794, 0.7497050762176514, 19.66655158996582, 300.3456726074219, 355.0, 0.0, 2005.0], [0.0031569359349978843, 0.7124252915382385, 19.66655158996582, 300.3456726074219, 370.0, 0.0, 2006.0], [0.013861507394500205, 0.7187658548355103, 19.66655158996582, 300.3456726074219, 348.0, 0.0, 2007.0], [0.039421541423329653, 0.7399618625640869, 19.66655158996582, 300.3456726074219, 365.0, 0.0, 2008.0], [-0.044082911925473756, 0.6520814299583435, 19.66655158996582, 300.3456726074219, 303.0, 0.0, 2009.0], [-0.027036525471159534, 0.6647638082504272, 19.66655158996582, 300.3456726074219, 397.0, 0.0, 2010.0], [-0.019420171728737445, 0.6680161356925964, 19.66655158996582, 300.3456726074219, 353.0, 0.0, 2011.0], [0.014638751251303095, 0.6977110505104065, 19.66655158996582, 300.3456726074219, 369.0, 0.0, 2012.0], [-0.03513705148538537, 0.608623206615448, 19.66655158996582, 300.3456726074219, 392.0, 0.0, 2021.0], [0.11745830234858934, 0.7568545341491699, 19.66655158996582, 300.3456726074219, 345.0, 0.0, 2022.0], [-0.016082153265560617, 0.6626141667366028, 19.66655158996582, 300.3456726074219, 379.0, 0.0, 2013.0], [-0.0710741607673403, 0.6032581329345703, 19.66655158996582, 300.3456726074219, 348.0, 0.0, 2014.0], [0.02298738720125626, 0.6929556727409363, 19.66655158996582, 300.3456726074219, 346.0, 0.0, 2015.0], [-0.00830062793373254, 0.6573036313056946, 19.66655158996582, 300.3456726074219, 381.0, 0.0, 2016.0], [0.004615922059138744, 0.665844202041626, 19.66655158996582, 300.3456726074219, 388.0, 0.0, 2017.0], [-0.076674626529882, 0.5801896452903748, 19.66655158996582, 300.3456726074219, 321.0, 0.0, 2018.0], [0.0334548616920628, 0.6859551072120667, 19.66655158996582, 300.3456726074219, 356.0, 0.0, 2019.0], [-0.011219421123184636, 0.6369168162345886, 19.66655158996582, 300.3456726074219, 347.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[35.70962457309638,32.63318347252678]}"
1410,"[[-0.03831497787281424, 0.6573036313056946, 19.90015411376953, 563.3467407226562, 347.0, 0.0, 2003.0], [-0.03970655740444784, 0.6562522053718567, 19.90015411376953, 563.3467407226562, 296.0, 0.0, 2004.0], [0.008682075055270966, 0.7049819231033325, 19.90015411376953, 563.3467407226562, 335.0, 0.0, 2005.0], [0.06458367146775368, 0.7612236738204956, 19.90015411376953, 563.3467407226562, 263.0, 0.0, 2006.0], [-0.026776946320313022, 0.6702032089233398, 19.90015411376953, 563.3467407226562, 359.0, 0.0, 2007.0], [-0.015947011380150866, 0.6813732981681824, 19.90015411376953, 563.3467407226562, 324.0, 0.0, 2008.0], [-0.004705722786038646, 0.6929556727409363, 19.90015411376953, 563.3467407226562, 277.0, 0.0, 2009.0], [-0.040697917112191284, 0.6573036313056946, 19.90015411376953, 563.3467407226562, 312.0, 0.0, 2010.0], [0.025590444303495774, 0.723932147026062, 19.90015411376953, 563.3467407226562, 304.0, 0.0, 2011.0], [0.016264295166246834, 0.7149461507797241, 19.90015411376953, 563.3467407226562, 338.0, 0.0, 2012.0], [-0.018090177096320326, 0.683655858039856, 19.90015411376953, 563.3467407226562, 335.0, 0.0, 2021.0], [-0.1127019912520748, 0.5893841981887817, 19.90015411376953, 563.3467407226562, 289.0, 0.0, 2022.0], [0.024909205433943038, 0.723932147026062, 19.90015411376953, 563.3467407226562, 339.0, 0.0, 2013.0], [0.04335178600017342, 0.7427148818969727, 19.90015411376953, 563.3467407226562, 325.0, 0.0, 2014.0], [-0.022845777321645833, 0.6768574714660645, 19.90015411376953, 563.3467407226562, 362.0, 0.0, 2015.0], [0.01617083650493001, 0.7162142395973206, 19.90015411376953, 563.3467407226562, 328.0, 0.0, 2016.0], [0.06676102541718798, 0.7671455144882202, 19.90015411376953, 563.3467407226562, 314.0, 0.0, 2017.0], [0.004257281141389235, 0.7049819231033325, 19.90015411376953, 563.3467407226562, 336.0, 0.0, 2018.0], [0.052910356702736805, 0.7539751529693604, 19.90015411376953, 563.3467407226562, 360.0, 0.0, 2019.0], [-0.003693898647128102, 0.6977110505104065, 19.90015411376953, 563.3467407226562, 304.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[27.634411038527464,-24.257175599400718]}"
1419,"[[0.04565934423370843, 0.7969088554382324, 1.594723105430603, 557.157470703125, 158.0, 0.0, 2003.0], [-0.07709552402882469, 0.6802382469177246, 1.594723105430603, 557.157470703125, 122.0, 0.0, 2004.0], [-0.0786313286943261, 0.6848033666610718, 1.594723105430603, 557.157470703125, 133.0, 0.0, 2005.0], [-0.011214789026576022, 0.7583041787147522, 1.594723105430603, 557.157470703125, 150.0, 0.0, 2006.0], [-0.12144331131314234, 0.6541599035263062, 1.594723105430603, 557.157470703125, 146.0, 0.0, 2007.0], [0.1359703649474726, 0.9176578521728516, 1.594723105430603, 557.157470703125, 140.0, 0.0, 2008.0], [0.07264843246854114, 0.8604368567466736, 1.594723105430603, 557.157470703125, 140.0, 0.0, 2009.0], [-0.09735723043539579, 0.6965154409408569, 1.594723105430603, 557.157470703125, 121.0, 0.0, 2010.0], [0.017316673028588303, 0.8172736167907715, 1.594723105430603, 557.157470703125, 175.0, 0.0, 2011.0], [0.04449432111021667, 0.85053551197052, 1.594723105430603, 557.157470703125, 162.0, 0.0, 2012.0], [-0.10830420372022775, 0.7525453567504883, 1.594723105430603, 557.157470703125, 150.0, 0.0, 2021.0], [-0.07166386673115821, 0.7952699661254883, 1.594723105430603, 557.157470703125, 126.0, 0.0, 2022.0], [0.09835541828292693, 0.9104975461959839, 1.594723105430603, 557.157470703125, 152.0, 0.0, 2013.0], [0.05243438156136415, 0.8706607818603516, 1.594723105430603, 557.157470703125, 140.0, 0.0, 2014.0], [0.014741433710985685, 0.8390520811080933, 1.594723105430603, 557.157470703125, 178.0, 0.0, 2015.0], [-0.03675531950609101, 0.793639600276947, 1.594723105430603, 557.157470703125, 144.0, 0.0, 2016.0], [0.01796283285384459, 0.8544586896896362, 1.594723105430603, 557.157470703125, 167.0, 0.0, 2017.0], [0.04958543771495294, 0.8921655416488647, 1.594723105430603, 557.157470703125, 157.0, 0.0, 2018.0], [0.0689934758530093, 0.9176578521728516, 1.594723105430603, 557.157470703125, 127.0, 0.0, 2019.0], [-0.015696542309869277, 0.8390520811080933, 1.594723105430603, 557.157470703125, 143.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-103.44670424389648,51.96603056442258]}"
1425,"[[-0.010172989250153641, 0.8052341938018799, 1.3782635927200317, 180.35714721679688, 444.0, 0.0, 2003.0], [-0.02969585688354348, 0.7840312719345093, 1.3782635927200317, 180.35714721679688, 535.0, 0.0, 2004.0], [0.017750920663078706, 0.829793393611908, 1.3782635927200317, 180.35714721679688, 422.0, 0.0, 2005.0], [-0.016722814946524167, 0.793639600276947, 1.3782635927200317, 180.35714721679688, 524.0, 0.0, 2006.0], [-0.0117735090426353, 0.7969088554382324, 1.3782635927200317, 180.35714721679688, 438.0, 0.0, 2007.0], [0.006784080688032823, 0.8137863874435425, 1.3782635927200317, 180.35714721679688, 544.0, 0.0, 2008.0], [0.011955969395862631, 0.8172736167907715, 1.3782635927200317, 180.35714721679688, 515.0, 0.0, 2009.0], [0.010148790791237094, 0.8137863874435425, 1.3782635927200317, 180.35714721679688, 492.0, 0.0, 2010.0], [-8.004030023833764E-5, 0.801877498626709, 1.3782635927200317, 180.35714721679688, 445.0, 0.0, 2011.0], [0.03318665747605665, 0.8334641456604004, 1.3782635927200317, 180.35714721679688, 544.0, 0.0, 2012.0], [0.0036555051435673835, 0.7887986898422241, 1.3782635927200317, 180.35714721679688, 482.0, 0.0, 2021.0], [-0.004127866582063322, 0.7793352603912354, 1.3782635927200317, 180.35714721679688, 427.0, 0.0, 2022.0], [0.02938113300639611, 0.8279739618301392, 1.3782635927200317, 180.35714721679688, 452.0, 0.0, 2013.0], [0.045920628674259056, 0.842833399772644, 1.3782635927200317, 180.35714721679688, 530.0, 0.0, 2014.0], [0.0033236074640428104, 0.7985563278198242, 1.3782635927200317, 180.35714721679688, 317.0, 0.0, 2015.0], [-0.03669812848125342, 0.7568545341491699, 1.3782635927200317, 180.35714721679688, 421.0, 0.0, 2016.0], [-0.0125327428785873, 0.7793352603912354, 1.3782635927200317, 180.35714721679688, 409.0, 0.0, 2017.0], [-0.055660841473752276, 0.7345271110534668, 1.3782635927200317, 180.35714721679688, 475.0, 0.0, 2018.0], [-0.016846553611522874, 0.7716613411903381, 1.3782635927200317, 180.35714721679688, 553.0, 0.0, 2019.0], [0.0322040501477433, 0.8190318942070007, 1.3782635927200317, 180.35714721679688, 573.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-69.21568710962312,-26.58502556915455]}"
1434,"[[-0.00770884307278219, 0.5005841255187988, 26.514001846313477, 1613.1328125, 183.0, 0.0, 2003.0], [-0.07317773622847568, 0.43402206897735596, 26.514001846313477, 1613.1328125, 159.0, 0.0, 2004.0], [0.012908624690701864, 0.5190122723579407, 26.514001846313477, 1613.1328125, 195.0, 0.0, 2005.0], [0.056782904926438005, 0.5617933869361877, 26.514001846313477, 1613.1328125, 171.0, 0.0, 2006.0], [0.001173392605236634, 0.5050907135009766, 26.514001846313477, 1613.1328125, 229.0, 0.0, 2007.0], [-0.02917516007719445, 0.4736489951610565, 26.514001846313477, 1613.1328125, 180.0, 0.0, 2008.0], [0.08428150698297021, 0.5860095024108887, 26.514001846313477, 1613.1328125, 119.0, 0.0, 2009.0], [-0.07174108936838253, 0.4288937449455261, 26.514001846313477, 1613.1328125, 216.0, 0.0, 2010.0], [-0.007159023049424951, 0.49238264560699463, 26.514001846313477, 1613.1328125, 200.0, 0.0, 2011.0], [-0.023624078984060215, 0.4748244285583496, 26.514001846313477, 1613.1328125, 195.0, 0.0, 2012.0], [0.016489665704060685, 0.5050907135009766, 26.514001846313477, 1613.1328125, 175.0, 0.0, 2021.0], [-0.017938675901633894, 0.46956920623779297, 26.514001846313477, 1613.1328125, 193.0, 0.0, 2022.0], [0.08366210663269924, 0.5810144543647766, 26.514001846313477, 1613.1328125, 172.0, 0.0, 2013.0], [0.03519794406600618, 0.5314571261405945, 26.514001846313477, 1613.1328125, 168.0, 0.0, 2014.0], [0.0455962842991261, 0.5407623052597046, 26.514001846313477, 1613.1328125, 192.0, 0.0, 2015.0], [-0.02967232544163928, 0.4644005298614502, 26.514001846313477, 1613.1328125, 200.0, 0.0, 2016.0], [-0.08900839109708131, 0.40396830439567566, 26.514001846313477, 1613.1328125, 220.0, 0.0, 2017.0], [0.008062046580572857, 0.49994558095932007, 26.514001846313477, 1613.1328125, 185.0, 0.0, 2018.0], [0.01755940754674723, 0.5083497762680054, 26.514001846313477, 1613.1328125, 198.0, 0.0, 2019.0], [-0.012508560813882907, 0.4771886467933655, 26.514001846313477, 1613.1328125, 196.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-48.735935661120905,-10.571539592133792]}"
1437,"[[-0.038245097760425506, 0.5031513571739197, 18.854656219482422, 1676.1444091796875, 209.0, 0.0, 2003.0], [0.039335341034653304, 0.5818414688110352, 18.854656219482422, 1676.1444091796875, 238.0, 0.0, 2004.0], [0.0686326801665249, 0.6122515201568604, 18.854656219482422, 1676.1444091796875, 204.0, 0.0, 2005.0], [-0.0415771579645009, 0.5031513571739197, 18.854656219482422, 1676.1444091796875, 232.0, 0.0, 2006.0], [-0.08708254349873434, 0.45875564217567444, 18.854656219482422, 1676.1444091796875, 205.0, 0.0, 2007.0], [0.04843089570063841, 0.5953787565231323, 18.854656219482422, 1676.1444091796875, 229.0, 0.0, 2008.0], [-0.027689674711545043, 0.5203709006309509, 18.854656219482422, 1676.1444091796875, 195.0, 0.0, 2009.0], [0.04620851064464815, 0.5953787565231323, 18.854656219482422, 1676.1444091796875, 192.0, 0.0, 2010.0], [-0.02785993191753, 0.5224199891090393, 18.854656219482422, 1676.1444091796875, 225.0, 0.0, 2011.0], [-0.010627286302852812, 0.5407623052597046, 18.854656219482422, 1676.1444091796875, 236.0, 0.0, 2012.0], [-0.02992864603418921, 0.5314571261405945, 18.854656219482422, 1676.1444091796875, 243.0, 0.0, 2021.0], [-0.0338467728348012, 0.5286486744880676, 18.854656219482422, 1676.1444091796875, 202.0, 0.0, 2022.0], [0.027687339207815187, 0.5801896452903748, 18.854656219482422, 1676.1444091796875, 239.0, 0.0, 2013.0], [-0.037299501257805345, 0.5163124799728394, 18.854656219482422, 1676.1444091796875, 211.0, 0.0, 2014.0], [0.03466254642214883, 0.5893841981887817, 18.854656219482422, 1676.1444091796875, 142.0, 0.0, 2015.0], [-0.043525411559035665, 0.5123059153556824, 18.854656219482422, 1676.1444091796875, 199.0, 0.0, 2016.0], [0.04631409149985022, 0.6032581329345703, 18.854656219482422, 1676.1444091796875, 191.0, 0.0, 2017.0], [0.04787548391018159, 0.6059291958808899, 18.854656219482422, 1676.1444091796875, 191.0, 0.0, 2018.0], [0.0010801002392998305, 0.5602434873580933, 18.854656219482422, 1676.1444091796875, 219.0, 0.0, 2019.0], [0.017455035015659037, 0.5777280926704407, 18.854656219482422, 1676.1444091796875, 273.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-53.51274388919492,-29.718474853738073]}"
1441,"[[0.05379168642525656, 0.6252915263175964, 2.209515333175659, 622.5979614257812, 127.0, 0.0, 2003.0], [0.07688612970973319, 0.6479653120040894, 2.209515333175659, 622.5979614257812, 100.0, 0.0, 2004.0], [-0.050966501284842036, 0.5196908712387085, 2.209515333175659, 622.5979614257812, 95.0, 0.0, 2005.0], [-0.01838329570116448, 0.5518534183502197, 2.209515333175659, 622.5979614257812, 110.0, 0.0, 2006.0], [-0.060810391548469456, 0.5090056657791138, 2.209515333175659, 622.5979614257812, 60.0, 0.0, 2007.0], [0.09753289246538388, 0.6669282913208008, 2.209515333175659, 622.5979614257812, 76.0, 0.0, 2008.0], [-0.0424148909867651, 0.5265586972236633, 2.209515333175659, 622.5979614257812, 123.0, 0.0, 2009.0], [-0.021183093725702262, 0.5473698377609253, 2.209515333175659, 622.5979614257812, 98.0, 0.0, 2010.0], [-0.04295926457253618, 0.525173008441925, 2.209515333175659, 622.5979614257812, 69.0, 0.0, 2011.0], [0.06237152742042984, 0.6300831437110901, 2.209515333175659, 622.5979614257812, 116.0, 0.0, 2012.0], [-0.013570440233399927, 0.5503517985343933, 2.209515333175659, 622.5979614257812, 81.0, 0.0, 2021.0], [0.06369783109658511, 0.6271994113922119, 2.209515333175659, 622.5979614257812, 101.0, 0.0, 2022.0], [-0.09246537708732228, 0.4748244285583496, 2.209515333175659, 622.5979614257812, 111.0, 0.0, 2013.0], [0.02336447680797038, 0.5902336239814758, 2.209515333175659, 622.5979614257812, 77.0, 0.0, 2014.0], [-0.02276669008425658, 0.543681800365448, 2.209515333175659, 622.5979614257812, 100.0, 0.0, 2015.0], [-0.024538171237639572, 0.5414896607398987, 2.209515333175659, 622.5979614257812, 81.0, 0.0, 2016.0], [-0.027015709328460424, 0.5385903120040894, 2.209515333175659, 622.5979614257812, 101.0, 0.0, 2017.0], [0.015004280681625848, 0.5801896452903748, 2.209515333175659, 622.5979614257812, 101.0, 0.0, 2018.0], [-0.05312165403544722, 0.5116430521011353, 2.209515333175659, 622.5979614257812, 62.0, 0.0, 2019.0], [0.07754665521902382, 0.6418907046318054, 2.209515333175659, 622.5979614257812, 67.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-120.46511425180951,55.341634096898105]}"
1442,"[[-0.07922007439744871, 0.7252371311187744, 18.51004409790039, 647.7191772460938, 347.0, 0.0, 2003.0], [-0.011860799330408511, 0.7856124043464661, 18.51004409790039, 647.7191772460938, 286.0, 0.0, 2004.0], [-0.004857668448468133, 0.7856124043464661, 18.51004409790039, 647.7191772460938, 318.0, 0.0, 2005.0], [0.08510316598928669, 0.8685892224311829, 18.51004409790039, 647.7191772460938, 242.0, 0.0, 2006.0], [0.0407715476745345, 0.8172736167907715, 18.51004409790039, 647.7191772460938, 323.0, 0.0, 2007.0], [0.01768341141297891, 0.787201464176178, 18.51004409790039, 647.7191772460938, 309.0, 0.0, 2008.0], [-0.015624600894790897, 0.7468903064727783, 18.51004409790039, 647.7191772460938, 283.0, 0.0, 2009.0], [0.03008148430455604, 0.7856124043464661, 18.51004409790039, 647.7191772460938, 317.0, 0.0, 2010.0], [0.06179058019403194, 0.810337483882904, 18.51004409790039, 647.7191772460938, 282.0, 0.0, 2011.0], [-0.10563148411605106, 0.6359314322471619, 18.51004409790039, 647.7191772460938, 350.0, 0.0, 2012.0], [0.10538180279427711, 0.7840312719345093, 18.51004409790039, 647.7191772460938, 291.0, 0.0, 2021.0], [-0.028770469495568274, 0.642894983291626, 18.51004409790039, 647.7191772460938, 288.0, 0.0, 2022.0], [-0.0356485809346242, 0.698911190032959, 18.51004409790039, 647.7191772460938, 351.0, 0.0, 2013.0], [0.07263680746965284, 0.800212562084198, 18.51004409790039, 647.7191772460938, 318.0, 0.0, 2014.0], [-0.01438145206137742, 0.7062103152275085, 18.51004409790039, 647.7191772460938, 356.0, 0.0, 2015.0], [-0.026496671243007475, 0.6871110796928406, 18.51004409790039, 647.7191772460938, 349.0, 0.0, 2016.0], [-0.03309190832036968, 0.6735126972198486, 18.51004409790039, 647.7191772460938, 330.0, 0.0, 2017.0], [-0.0031051772737021865, 0.6965154409408569, 18.51004409790039, 647.7191772460938, 363.0, 0.0, 2018.0], [-0.019123904641672462, 0.6735126972198486, 18.51004409790039, 647.7191772460938, 383.0, 0.0, 2019.0], [-0.03563600868182748, 0.6500166058540344, 18.51004409790039, 647.7191772460938, 302.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[28.55937136087452,-25.468761232870406]}"
